Wildcard,File,XPATH
@@NEWINTEQUNH1_95@@,OutputFile,NewIntEqUnH[5|1]
@@NEWINTEQUNH1_MU@@,OutputFile,NewIntEqUnH[6|1]
@@NEWINTEQUNH1_VOL@@,OutputFile,NewIntEqUnH[7|1]
@@NEWINTEQUNH5_5@@,OutputFile,NewIntEqUnH[1|5]
@@NEWINTEQUNH5_25@@,OutputFile,NewIntEqUnH[2|5]
@@NEWINTEQUNH5_50@@,OutputFile,NewIntEqUnH[3|5]
@@NEWINTEQUNH5_75@@,OutputFile,NewIntEqUnH[4|5]
@@NEWINTEQUNH5_95@@,OutputFile,NewIntEqUnH[5|5]
@@NEWINTEQUNH5_MU@@,OutputFile,NewIntEqUnH[6|5]
@@NEWINTEQUNH5_VOL@@,OutputFile,NewIntEqUnH[7|5]
@@NEWINTEQUNH10_5@@,OutputFile,NewIntEqUnH[1|10]
@@NEWINTEQUNH10_25@@,OutputFile,NewIntEqUnH[2|10]
@@NEWINTEQUNH10_50@@,OutputFile,NewIntEqUnH[3|10]
@@NEWINTEQUNH10_75@@,OutputFile,NewIntEqUnH[4|10]
@@NEWINTEQUNH10_95@@,OutputFile,NewIntEqUnH[5|10]
@@NEWINTEQUNH10_MU@@,OutputFile,NewIntEqUnH[6|10]
@@NEWINTEQUNH10_VOL@@,OutputFile,NewIntEqUnH[7|10]
@@NEWINTEQUNH15_5@@,OutputFile,NewIntEqUnH[1|15]
@@NEWINTEQUNH15_25@@,OutputFile,NewIntEqUnH[2|15]
@@NEWINTEQUNH15_50@@,OutputFile,NewIntEqUnH[3|15]
@@NEWINTEQUNH15_75@@,OutputFile,NewIntEqUnH[4|15]
@@NEWINTEQUNH15_95@@,OutputFile,NewIntEqUnH[5|15]
@@NEWINTEQUNH15_MU@@,OutputFile,NewIntEqUnH[6|15]
@@NEWINTEQUNH15_VOL@@,OutputFile,NewIntEqUnH[7|15]
@@NEWINTEQUNH25_5@@,OutputFile,NewIntEqUnH[1|25]
@@NEWINTEQUNH25_25@@,OutputFile,NewIntEqUnH[2|25]
@@NEWINTEQUNH25_50@@,OutputFile,NewIntEqUnH[3|25]
@@NEWINTEQUNH25_75@@,OutputFile,NewIntEqUnH[4|25]
@@NEWINTEQUNH25_95@@,OutputFile,NewIntEqUnH[5|25]
@@NEWINTEQUNH25_MU@@,OutputFile,NewIntEqUnH[6|25]
@@NEWINTEQUNH25_VOL@@,OutputFile,NewIntEqUnH[7|25]
@@NEWINTEQUNH30_5@@,OutputFile,NewIntEqUnH[1|30]
@@NEWINTEQUNH30_25@@,OutputFile,NewIntEqUnH[2|30]
@@NEWINTEQUNH30_50@@,OutputFile,NewIntEqUnH[3|30]
@@NEWINTEQUNH30_75@@,OutputFile,NewIntEqUnH[4|30]
@@NEWINTEQUNH30_95@@,OutputFile,NewIntEqUnH[5|30]
@@NEWINTEQUNH30_MU@@,OutputFile,NewIntEqUnH[6|30]
@@NEWINTEQUNH30_VOL@@,OutputFile,NewIntEqUnH[7|30]
@@OLDINTEQUNHPERCENTILE@@,,
@@OLDINTEQUNHHIST@@,,
@@NEWINTEQUNHPERCENTILE@@,,
@@NEWINTEQUNHHIST@@,,
@@OLDEMEQP12@@,OldCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//ProbabilityState2State1
@@OLDEMEQP21@@,OldCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//ProbabilityState2State1
@@OLDEMEQMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//MeanReturnState1
@@OLDEMEQSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//VolatilityState1
@@OLDEMEQMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//MeanReturnState2
@@OLDEMEQSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//ProbabilityState1State2
@@NEWEMEQP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//ProbabilityState2State1
@@NEWEMEQP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//ProbabilityState2State1
@@NEWEMEQMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//MeanReturnState1
@@NEWEMEQSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//VolatilityState1
@@NEWEMEQMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//MeanReturnState2
@@NEWEMEQSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Emerging Market Equities']//volatility_model_id|//Model[Name='Emerging Market Equities']//VolatilityModelId]//ProbabilityState1State2
@@OLDEMEQY0@@,OldCalibFile,
@@OLDEMEQYMU@@,OldCalibFile,
@@OLDEMEQYALPHA@@,OldCalibFile,
@@OLDEMEQYSIGMA@@,OldCalibFile,
@@NEWEMEQY0@@,NewCalibFile,
@@NEWEMEQYMU@@,NewCalibFile,
@@NEWEMEQYALPHA@@,NewCalibFile,
@@NEWEMEQYSIGMA@@,NewCalibFile,
@@OLDEMEQ1_5@@,OutputFile,OldEMEq[1|1]
@@OLDEMEQ1_25@@,OutputFile,OldEMEq[2|1]
@@OLDEMEQ1_50@@,OutputFile,OldEMEq[3|1]
@@OLDEMEQ1_75@@,OutputFile,OldEMEq[4|1]
@@OLDEMEQ1_95@@,OutputFile,OldEMEq[5|1]
@@OLDEMEQ1_MU@@,OutputFile,OldEMEq[6|1]
@@OLDEMEQ1_VOL@@,OutputFile,OldEMEq[7|1]
@@OLDEMEQ5_5@@,OutputFile,OldEMEq[1|5]
@@OLDEMEQ5_25@@,OutputFile,OldEMEq[2|5]
@@OLDEMEQ5_50@@,OutputFile,OldEMEq[3|5]
@@OLDEMEQ5_75@@,OutputFile,OldEMEq[4|5]
@@OLDEMEQ5_95@@,OutputFile,OldEMEq[5|5]
@@OLDEMEQ5_MU@@,OutputFile,OldEMEq[6|5]
@@OLDEMEQ5_VOL@@,OutputFile,OldEMEq[7|5]
@@OLDEMEQ10_5@@,OutputFile,OldEMEq[1|10]
@@OLDEMEQ10_25@@,OutputFile,OldEMEq[2|10]
@@OLDEMEQ10_50@@,OutputFile,OldEMEq[3|10]
@@OLDEMEQ10_75@@,OutputFile,OldEMEq[4|10]
@@OLDEMEQ10_95@@,OutputFile,OldEMEq[5|10]
@@OLDEMEQ10_MU@@,OutputFile,OldEMEq[6|10]
@@OLDEMEQ10_VOL@@,OutputFile,OldEMEq[7|10]
@@OLDEMEQ15_5@@,OutputFile,OldEMEq[1|15]
@@OLDEMEQ15_25@@,OutputFile,OldEMEq[2|15]
@@OLDEMEQ15_50@@,OutputFile,OldEMEq[3|15]
@@OLDEMEQ15_75@@,OutputFile,OldEMEq[4|15]
@@OLDEMEQ15_95@@,OutputFile,OldEMEq[5|15]
@@OLDEMEQ15_MU@@,OutputFile,OldEMEq[6|15]
@@OLDEMEQ15_VOL@@,OutputFile,OldEMEq[7|15]
@@OLDEMEQ25_5@@,OutputFile,OldEMEq[1|25]
@@OLDEMEQ25_25@@,OutputFile,OldEMEq[2|25]
@@OLDEMEQ25_50@@,OutputFile,OldEMEq[3|25]
@@OLDEMEQ25_75@@,OutputFile,OldEMEq[4|25]
@@OLDEMEQ25_95@@,OutputFile,OldEMEq[5|25]
@@OLDEMEQ25_MU@@,OutputFile,OldEMEq[6|25]
@@OLDEMEQ25_VOL@@,OutputFile,OldEMEq[7|25]
@@OLDEMEQ30_5@@,OutputFile,OldEMEq[1|30]
@@OLDEMEQ30_25@@,OutputFile,OldEMEq[2|30]
@@OLDEMEQ30_50@@,OutputFile,OldEMEq[3|30]
@@OLDEMEQ30_75@@,OutputFile,OldEMEq[4|30]
@@OLDEMEQ30_95@@,OutputFile,OldEMEq[5|30]
@@OLDEMEQ30_MU@@,OutputFile,OldEMEq[6|30]
@@OLDEMEQ30_VOL@@,OutputFile,OldEMEq[7|30]
@@NEWEMEQ1_5@@,OutputFile,NewEMEq[1|1]
@@NEWEMEQ1_25@@,OutputFile,NewEMEq[2|1]
@@NEWEMEQ1_50@@,OutputFile,NewEMEq[3|1]
@@NEWEMEQ1_75@@,OutputFile,NewEMEq[4|1]
@@NEWEMEQ1_95@@,OutputFile,NewEMEq[5|1]
@@NEWEMEQ1_MU@@,OutputFile,NewEMEq[6|1]
@@NEWEMEQ1_VOL@@,OutputFile,NewEMEq[7|1]
@@NEWEMEQ5_5@@,OutputFile,NewEMEq[1|5]
@@NEWEMEQ5_25@@,OutputFile,NewEMEq[2|5]
@@NEWEMEQ5_50@@,OutputFile,NewEMEq[3|5]
@@NEWEMEQ5_75@@,OutputFile,NewEMEq[4|5]
@@NEWEMEQ5_95@@,OutputFile,NewEMEq[5|5]
@@NEWEMEQ5_MU@@,OutputFile,NewEMEq[6|5]
@@NEWEMEQ5_VOL@@,OutputFile,NewEMEq[7|5]
@@NEWEMEQ10_5@@,OutputFile,NewEMEq[1|10]
@@NEWEMEQ10_25@@,OutputFile,NewEMEq[2|10]
@@NEWEMEQ10_50@@,OutputFile,NewEMEq[3|10]
@@NEWEMEQ10_75@@,OutputFile,NewEMEq[4|10]
@@NEWEMEQ10_95@@,OutputFile,NewEMEq[5|10]
@@NEWEMEQ10_MU@@,OutputFile,NewEMEq[6|10]
@@NEWEMEQ10_VOL@@,OutputFile,NewEMEq[7|10]
@@NEWEMEQ15_5@@,OutputFile,NewEMEq[1|15]
@@NEWEMEQ15_25@@,OutputFile,NewEMEq[2|15]
@@NEWEMEQ15_50@@,OutputFile,NewEMEq[3|15]
@@NEWEMEQ15_75@@,OutputFile,NewEMEq[4|15]
@@NEWEMEQ15_95@@,OutputFile,NewEMEq[5|15]
@@NEWEMEQ15_MU@@,OutputFile,NewEMEq[6|15]
@@NEWEMEQ15_VOL@@,OutputFile,NewEMEq[7|15]
@@NEWEMEQ25_5@@,OutputFile,NewEMEq[1|25]
@@NEWEMEQ25_25@@,OutputFile,NewEMEq[2|25]
@@NEWEMEQ25_50@@,OutputFile,NewEMEq[3|25]
@@NEWEMEQ25_75@@,OutputFile,NewEMEq[4|25]
@@NEWEMEQ25_95@@,OutputFile,NewEMEq[5|25]
@@NEWEMEQ25_MU@@,OutputFile,NewEMEq[6|25]
@@NEWEMEQ25_VOL@@,OutputFile,NewEMEq[7|25]
@@NEWEMEQ30_5@@,OutputFile,NewEMEq[1|30]
@@NEWEMEQ30_25@@,OutputFile,NewEMEq[2|30]
@@NEWEMEQ30_50@@,OutputFile,NewEMEq[3|30]
@@NEWEMEQ30_75@@,OutputFile,NewEMEq[4|30]
@@NEWEMEQ30_95@@,OutputFile,NewEMEq[5|30]
@@NEWEMEQ30_MU@@,OutputFile,NewEMEq[6|30]
@@NEWEMEQ30_VOL@@,OutputFile,NewEMEq[7|30]
@@OLDEMEQPERCENTILE@@,,
@@OLDEMEQHIST@@,,
@@NEWEMEQPERCENTILE@@,,
@@NEWEMEQHIST@@,,
@@OLDAUFIP12@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUFIP21@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUFIMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState1
@@OLDAUFISIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//VolatilityState1
@@OLDAUFIMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState2
@@OLDAUFISIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUFIP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUFIP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUFIMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState1
@@NEWAUFISIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//VolatilityState1
@@NEWAUFIMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState2
@@NEWAUFISIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='Australian Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUFIY0@@,OldCalibFile,
@@OLDAUFIYMU@@,OldCalibFile,
@@OLDAUFIYALPHA@@,OldCalibFile,
@@OLDAUFIYSIGMA@@,OldCalibFile,
@@NEWAUFIY0@@,NewCalibFile,
@@NEWAUFIYMU@@,NewCalibFile,
@@NEWAUFIYALPHA@@,NewCalibFile,
@@NEWAUFIYSIGMA@@,NewCalibFile,
@@OLDAUFI1_5@@,OutputFile,OldAuFIGovt[1|1]
@@OLDAUFI1_25@@,OutputFile,OldAuFIGovt[2|1]
@@OLDAUFI1_50@@,OutputFile,OldAuFIGovt[3|1]
@@OLDAUFI1_75@@,OutputFile,OldAuFIGovt[4|1]
@@OLDAUFI1_95@@,OutputFile,OldAuFIGovt[5|1]
@@OLDAUFI1_MU@@,OutputFile,OldAuFIGovt[6|1]
@@OLDAUFI1_VOL@@,OutputFile,OldAuFIGovt[7|1]
@@OLDAUFI5_5@@,OutputFile,OldAuFIGovt[1|5]
@@OLDAUFI5_25@@,OutputFile,OldAuFIGovt[2|5]
@@OLDAUFI5_50@@,OutputFile,OldAuFIGovt[3|5]
@@OLDAUFI5_75@@,OutputFile,OldAuFIGovt[4|5]
@@OLDAUFI5_95@@,OutputFile,OldAuFIGovt[5|5]
@@OLDAUFI5_MU@@,OutputFile,OldAuFIGovt[6|5]
@@OLDAUFI5_VOL@@,OutputFile,OldAuFIGovt[7|5]
@@OLDAUFI10_5@@,OutputFile,OldAuFIGovt[1|10]
@@OLDAUFI10_25@@,OutputFile,OldAuFIGovt[2|10]
@@OLDAUFI10_50@@,OutputFile,OldAuFIGovt[3|10]
@@OLDAUFI10_75@@,OutputFile,OldAuFIGovt[4|10]
@@OLDAUFI10_95@@,OutputFile,OldAuFIGovt[5|10]
@@OLDAUFI10_MU@@,OutputFile,OldAuFIGovt[6|10]
@@OLDAUFI10_VOL@@,OutputFile,OldAuFIGovt[7|10]
@@OLDAUFI15_5@@,OutputFile,OldAuFIGovt[1|15]
@@OLDAUFI15_25@@,OutputFile,OldAuFIGovt[2|15]
@@OLDAUFI15_50@@,OutputFile,OldAuFIGovt[3|15]
@@OLDAUFI15_75@@,OutputFile,OldAuFIGovt[4|15]
@@OLDAUFI15_95@@,OutputFile,OldAuFIGovt[5|15]
@@OLDAUFI15_MU@@,OutputFile,OldAuFIGovt[6|15]
@@OLDAUFI15_VOL@@,OutputFile,OldAuFIGovt[7|15]
@@OLDAUFI25_5@@,OutputFile,OldAuFIGovt[1|25]
@@OLDAUFI25_25@@,OutputFile,OldAuFIGovt[2|25]
@@OLDAUFI25_50@@,OutputFile,OldAuFIGovt[3|25]
@@OLDAUFI25_75@@,OutputFile,OldAuFIGovt[4|25]
@@OLDAUFI25_95@@,OutputFile,OldAuFIGovt[5|25]
@@OLDAUFI25_MU@@,OutputFile,OldAuFIGovt[6|25]
@@OLDAUFI25_VOL@@,OutputFile,OldAuFIGovt[7|25]
@@OLDAUFI30_5@@,OutputFile,OldAuFIGovt[1|30]
@@OLDAUFI30_25@@,OutputFile,OldAuFIGovt[2|30]
@@OLDAUFI30_50@@,OutputFile,OldAuFIGovt[3|30]
@@OLDAUFI30_75@@,OutputFile,OldAuFIGovt[4|30]
@@OLDAUFI30_95@@,OutputFile,OldAuFIGovt[5|30]
@@OLDAUFI30_MU@@,OutputFile,OldAuFIGovt[6|30]
@@OLDAUFI30_VOL@@,OutputFile,OldAuFIGovt[7|30]
@@NEWAUFI1_5@@,OutputFile,NewAuFIGovt[1|1]
@@NEWAUFI1_25@@,OutputFile,NewAuFIGovt[2|1]
@@NEWAUFI1_50@@,OutputFile,NewAuFIGovt[3|1]
@@NEWAUFI1_75@@,OutputFile,NewAuFIGovt[4|1]
@@NEWAUFI1_95@@,OutputFile,NewAuFIGovt[5|1]
@@NEWAUFI1_MU@@,OutputFile,NewAuFIGovt[6|1]
@@NEWAUFI1_VOL@@,OutputFile,NewAuFIGovt[7|1]
@@NEWAUFI5_5@@,OutputFile,NewAuFIGovt[1|5]
@@NEWAUFI5_25@@,OutputFile,NewAuFIGovt[2|5]
@@NEWAUFI5_50@@,OutputFile,NewAuFIGovt[3|5]
@@NEWAUFI5_75@@,OutputFile,NewAuFIGovt[4|5]
@@NEWAUFI5_95@@,OutputFile,NewAuFIGovt[5|5]
@@NEWAUFI5_MU@@,OutputFile,NewAuFIGovt[6|5]
@@NEWAUFI5_VOL@@,OutputFile,NewAuFIGovt[7|5]
@@NEWAUFI10_5@@,OutputFile,NewAuFIGovt[1|10]
@@NEWAUFI10_25@@,OutputFile,NewAuFIGovt[2|10]
@@NEWAUFI10_50@@,OutputFile,NewAuFIGovt[3|10]
@@NEWAUFI10_75@@,OutputFile,NewAuFIGovt[4|10]
@@NEWAUFI10_95@@,OutputFile,NewAuFIGovt[5|10]
@@NEWAUFI10_MU@@,OutputFile,NewAuFIGovt[6|10]
@@NEWAUFI10_VOL@@,OutputFile,NewAuFIGovt[7|10]
@@NEWAUFI15_5@@,OutputFile,NewAuFIGovt[1|15]
@@NEWAUFI15_25@@,OutputFile,NewAuFIGovt[2|15]
@@NEWAUFI15_50@@,OutputFile,NewAuFIGovt[3|15]
@@NEWAUFI15_75@@,OutputFile,NewAuFIGovt[4|15]
@@NEWAUFI15_95@@,OutputFile,NewAuFIGovt[5|15]
@@NEWAUFI15_MU@@,OutputFile,NewAuFIGovt[6|15]
@@NEWAUFI15_VOL@@,OutputFile,NewAuFIGovt[7|15]
@@NEWAUFI25_5@@,OutputFile,NewAuFIGovt[1|25]
@@NEWAUFI25_25@@,OutputFile,NewAuFIGovt[2|25]
@@NEWAUFI25_50@@,OutputFile,NewAuFIGovt[3|25]
@@NEWAUFI25_75@@,OutputFile,NewAuFIGovt[4|25]
@@NEWAUFI25_95@@,OutputFile,NewAuFIGovt[5|25]
@@NEWAUFI25_MU@@,OutputFile,NewAuFIGovt[6|25]
@@NEWAUFI25_VOL@@,OutputFile,NewAuFIGovt[7|25]
@@NEWAUFI30_5@@,OutputFile,NewAuFIGovt[1|30]
@@NEWAUFI30_25@@,OutputFile,NewAuFIGovt[2|30]
@@NEWAUFI30_50@@,OutputFile,NewAuFIGovt[3|30]
@@NEWAUFI30_75@@,OutputFile,NewAuFIGovt[4|30]
@@NEWAUFI30_95@@,OutputFile,NewAuFIGovt[5|30]
@@NEWAUFI30_MU@@,OutputFile,NewAuFIGovt[6|30]
@@NEWAUFI30_VOL@@,OutputFile,NewAuFIGovt[7|30]
@@OLDAUFIPERCENTILE@@,,
@@OLDAUFIHIST@@,,
@@NEWAUFIPERCENTILE@@,,
@@NEWAUFIHIST@@,,
@@OLDAUFICP12@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUFICP21@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUFICMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//MeanReturnState1
@@OLDAUFICSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//VolatilityState1
@@OLDAUFICMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//MeanReturnState2
@@OLDAUFICSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUFICP12@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUFICP21@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
